RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,DatasetName,DatasetAbbrev,Author,PairedEnd,Source,CellLine,Producer,ProductType,Glutamine,GlutamineConcentration,CulturePhase,Host,CellLineSource,CellLineExact,Temperature,SelectionMarker,Growth,ProcessType,Productivity,Stability ,FullSampleName
INH050101,INH050100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R01
INH050102,INH050100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R01
INH050103,INH050100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R01
INH050104,INH050100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R01
INH050201,INH050200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R02
INH050202,INH050200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R02
INH050203,INH050200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R02
INH050204,INH050200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,A16-R02
INH050301,INH050300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R01
INH050302,INH050300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R01
INH050303,INH050300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R01
INH050304,INH050300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R01
INH050401,INH050400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R02
INH050402,INH050400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R02
INH050403,INH050400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R02
INH050404,INH050400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D67-R02
INH050501,INH050500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R01
INH050502,INH050500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R01
INH050503,INH050500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R01
INH050504,INH050500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R01
INH050601,INH050600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R02
INH050602,INH050600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R02
INH050603,INH050600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R02
INH050604,INH050600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D63-R02
INH050701,INH050700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R01
INH050702,INH050700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R01
INH050703,INH050700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R01
INH050704,INH050700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R01
INH050801,INH050800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R02
INH050802,INH050800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R02
INH050803,INH050800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R02
INH050804,INH050800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D76-R02
INH050901,INH050900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R01
INH050902,INH050900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R01
INH050903,INH050900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R01
INH050904,INH050900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R01
INH051001,INH051000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R02
INH051002,INH051000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R02
INH051003,INH051000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R02
INH051004,INH051000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C1-R02
INH051101,INH051100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R01
INH051102,INH051100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R01
INH051103,INH051100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R01
INH051104,INH051100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R01
INH051201,INH051200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R02
INH051202,INH051200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R02
INH051203,INH051200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R02
INH051204,INH051200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C2-R02
INH051301,INH051300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R01
INH051302,INH051300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R01
INH051303,INH051300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R01
INH051304,INH051300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R01
INH051401,INH051400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R02
INH051402,INH051400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R02
INH051403,INH051400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R02
INH051404,INH051400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C3-R02
INH051501,INH051500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R01
INH051502,INH051500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R01
INH051503,INH051500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R01
INH051504,INH051500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R01
INH051601,INH051600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R02
INH051602,INH051600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R02
INH051603,INH051600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R02
INH051604,INH051600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C7-R02
INH051701,INH051700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R01
INH051702,INH051700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R01
INH051703,INH051700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R01
INH051704,INH051700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R01
INH051801,INH051800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R02
INH051802,INH051800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R02
INH051803,INH051800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R02
INH051804,INH051800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C9-R02
INH051901,INH051900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R01
INH051902,INH051900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R01
INH051903,INH051900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R01
INH051904,INH051900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R01
INH052001,INH052000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R02
INH052002,INH052000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R02
INH052003,INH052000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R02
INH052004,INH052000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C14-R02
INH052101,INH052100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C15-R01
INH052102,INH052100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C15-R01
INH052103,INH052100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C15-R01
INH052104,INH052100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C15-R01
INH052201,INH052200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,High,Batch,Low,NA,C15-R02
INH052202,INH052200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,High,Batch,Low,NA,C15-R02
INH052203,INH052200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,High,Batch,Low,NA,C15-R02
INH052204,INH052200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,High,Batch,Low,NA,C15-R02
INH052301,INH052300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R01
INH052302,INH052300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R01
INH052303,INH052300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R01
INH052304,INH052300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R01
INH052401,INH052400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R02
INH052402,INH052400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R02
INH052403,INH052400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R02
INH052404,INH052400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C18-R02
INH052501,INH052500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R01
INH052502,INH052500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R01
INH052503,INH052500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R01
INH052504,INH052500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R01
INH052601,INH052600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R02
INH052602,INH052600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R02
INH052603,INH052600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R02
INH052604,INH052600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C19-R02
INH052701,INH052700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R01
INH052702,INH052700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R01
INH052703,INH052700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R01
